fid,Organizati,Address,City,State,Postcode,Main Phone,Discipline,Council Di,Community,Borough,Latitude,Longitude,Census Tra,BIN,BBL,NTA
"113",Artist Coworking Space Inc.,500 W. 52nd Street #3W,New York,NY,"10019",(646) 682-9502,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.765975,-73.991,"135","1088274",1010800028,Clinton
"114",Artist Exchange International on Broadway,"107 Suffolk Street, #35",New York,NY,"10002",(212) 226-5169,Visual Arts,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.718943,-73.986122,"1402","1004301",1003530054,Lower East Side
"115","Artists Alliance, Inc.","107 Suffolk Street, Room 411",New York,NY,"10002",(212) 420-9202,Visual Arts,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.718943,-73.986122,"1402","1004301",1003530054,Lower East Side
"116","Artists Forum, Inc.",204 West 118th Street,New  York,NY,"10026",(646) 355-4391,Film/Video/Audio,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,40.804649,-73.951883,"218","1058395",1019230037,Central Harlem South
"117",Artists Space,80 White Street,New York,NY,"10013",(212) 226-3970 x307,Visual Arts,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.717634,-74.002233,"31","1002333",1001950030,SoHo-TriBeCa-Civic Center-Little Italy
"118","Artists in Residence, Inc.",155 Plymouth Street,Brooklyn,NY,"11201",(212) 255-6651,Visual Arts,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.703784,-73.987077,"21","3000010",3000190001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"119","Arts & Business Council, Inc.","1 East 53rd Street, 3rd Floor",New York,NY,"10022",(212) 279-5910 x1119,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.760324,-73.975584,"102","1035725",1012890005,Midtown-Midtown South
"120","Arts Connection, Inc.","520 Eighth Avenue, Suite 321",New York,NY,"10018",(212) 302-7433 x468,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.753612,-73.992417,"109","1083624",1007860001,Midtown-Midtown South
"121","Arts Engine, Inc.",145 West 24th Street,New York,NY,"10011",(646) 230-6368 x214,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.744129,-73.99363,"91","1014975",1008000015,Hudson Yards-Chelsea-Flatiron-Union Square
"122","Arts For All, Inc.","119 West 23rd Street, 5th Floor",New York,NY,"10011",(212) 591-6108,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #2,Manhattan,40.743248,-73.993591,"91","1014952",1007990028,Hudson Yards-Chelsea-Flatiron-Union Square
"123",Arts Horizons LeRoy Neiman Art Center,289 St. Nicholas Ave.,New York,NY,"10027",(212) 862-2787,Visual Arts,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,40.810512,-73.952785,"20901","1059300",1019510051,Morningside Heights
"124","Arts On Site NYC, Inc.","12 Saint Marks Place, #3F",New York,NY,"10003",(919) 614-0505,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.729206,-73.989115,"38","1006665",1004630015,East Village
"125","Arts Resources in Collaboration, Inc.",70 East 10th Street,New York,NY,"10003",(212) 206-6492,Dance,Manhattan Council District #6,Manhattan Community Board #3,Manhattan,40.731413,-73.990705,"57","1008954",1005550001,West Village
"126","Arts for Art, Inc.","107 Suffolk Street, #300",New York,NY,"10002",(212) 254-5420,"Multi-Discipline, Performing",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.718943,-73.986122,"1402","1004301",1003530054,Lower East Side
"127","Artsgenesis, Inc.","154 Christopher Street, Suite 2A",New York,NY,"10014",(212) 741-1414 x15,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.73273,-74.008129,"69","1010421",1006040033,West Village
"128","Artshack Brooklyn, Inc.","131 Bedford Ave,",Brooklyn,NY,"11216",(917) 251-5327,Crafts,Brooklyn Council District #36,Brooklyn Community Board #13,Brooklyn,40.71932,-73.956115,"517","3324777",3023050008,North Side-South Side
"129","Ascension Music Chorus and Orchestra, Inc.",12 West 11th Street,New York,NY,"10011",(212) 358-1469,Music,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.734328,-73.995775,"63","1009538",1005740038,West Village
"130",Asia Society,725 Park Avenue,New York,NY,"10021",(212) 327-9218,Museum,Manhattan Council District #4,Manhattan Community Board #4,Manhattan,40.770032,-73.964594,"128","1042714",1014050001,Upper East Side-Carnegie Hill
"131","Asian American Activity Center, Inc.","396 Broadway, Suite 205",New York,NY,"10013",(212) 431-0368,"Multi-Discipline, Non-Perform",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.718488,-74.002644,"31","1002323",1001950007,SoHo-TriBeCa-Civic Center-Little Italy
"132",Asian American Arts Alliance,"20 Jay Street, Suite 740",Brooklyn,NY,"11201",(212) 941-9208 x1,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.718068,-74.010191,"39","1001553",1001430021,SoHo-TriBeCa-Civic Center-Little Italy
"133","Asian American Arts Centre, Inc.","26 Bowery, 3rd Floor",New York,NY,"10013",(212) 233-2154,Visual Arts,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.714906,-73.996909,"29","1001802",1001630035,Chinatown
"134","Asian American Film Lab, Inc.",20 Jay Street,Brooklyn,NY,"11201",(646) 535-5212,Film/Video/Audio,Manhattan Council District #5,Manhattan Community Board #8,Manhattan,40.718068,-74.010191,"39","1001553",1001430021,SoHo-TriBeCa-Civic Center-Little Italy
"135",Asian American Writers' Workshop,110-112 West 27th Street,New York,NY,"10001",(212) 494-0061,Literature,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.74568,-73.991602,"95","1015048",1008020050,Midtown-Midtown South
"136","Asian CineVision, Inc.",115 West 30th Street,New York,NY,"10001",(212) 989-1422,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.747582,-73.990324,"101","1015161",1008060026,Midtown-Midtown South
"137","Asian Cultural Council, Inc.",6 West 48th Street,New York,NY,"10036",(212) 843-0367,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.757426,-73.978465,"96","1034487",1012630043,Midtown-Midtown South
"138","Association for Cultural Equity, Inc.",425 E 25th Street,New York,NY,"10010",(212) 268-4623,Folk Arts,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.737878,-73.97688,"62","1069579",1009620100,Murray Hill-Kips Bay
"139","Association for Development of Dramatic Arts, Inc.","301 East 57th St., 3rd Fl.",New York,NY,"10022",(212) 583-2706 x15,Theater,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.759264,-73.96517,"108","1039997",1013500001,Turtle Bay-East Midtown
"140","Association of Hispanic Arts, Inc.",1702 Lexington Avenue,New York,NY,"10029",(212) 876-1242,Other,Manhattan Council District #8,Manhattan Community Board #11,Manhattan,40.792608,-73.946027,"172","1052054",1016340056,East Harlem South
"141",Astoria Big Band,"161 Sixth Avenue, 14th floor",New York,NY,"10013",(212) 691-6969 x13,Music,,Manhattan Community Board #1,Manhattan,40.725677,-74.003976,"37","1007822",1005050031,SoHo-TriBeCa-Civic Center-Little Italy
"142",Atlantic Theater Company,"76 Ninth Avenue, Suite #313",New York,NY,10011-5226,(212) 691-5919,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.741915,-74.004659,"83","1013043",1007390001,Hudson Yards-Chelsea-Flatiron-Union Square
"143","Audience, Inc.",39 Avenue A,New York,NY,"10009",(646) 351-9859,Film/Video/Audio,Brooklyn Council District #33,Brooklyn Community Board #6,Manhattan,40.723502,-73.985403,"3002","1077953",1004300010,East Village
"144",Australian Aboriginal Theatre Initiative,60 2nd Avenue,New York,NY,"10003",(212) 533-0889,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.725827,-73.989678,"38","1006165",1004450004,East Village
"145","Avant Media Performance, Inc.","113 South 2nd Street, #1B",Brooklyn,NY,"11211",(212) 372-3326,"Multi-Discipline, Performing",Brooklyn Council District #34,Brooklyn Community Board #1,Brooklyn,40.71364,-73.96307,"551","3389057",3024057501,North Side-South Side
"146",BROOKLYN FILMSHOP INC,104 Sullivan St,New York,NY,"10012",(203) 559-9994,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.725748,-74.002976,"49","1007813",1005040034,SoHo-TriBeCa-Civic Center-Little Italy
"147",Babycastles Studio Inc.,145 W 14th Street,New York,NY,"10011",(774) 593-3038,New Media,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.737921,-73.998156,"81","1014518",1007900010,Hudson Yards-Chelsea-Flatiron-Union Square
"148",Balinese American Dance Theatre,"23 West 35th Street, 2nd Floor",New York,NY,"10001",(646) 361-9183,Dance,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.749544,-73.985109,"84","1015894",1008370028,Midtown-Midtown South
"149","Ballet Ambassadors, Inc.","160 West 71st Street, Ste. 18A",New York,NY,"10023",(212) 600-0018,Dance,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.777537,-73.981189,"157","1029778",1011420064,Lincoln Square
"150","Ballet Hispanico of New York, Inc.",167 West 89 Street,New York,NY,"10024",(212) 362-6710 x23,Dance,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.78917,-73.972525,"173","1081050",1012200107,Upper West Side
"151","Ballet Next, Inc.",243 West 60th Street,New York,NY,"10023",(212) 203-0409,Dance,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.771824,-73.988974,"147","1030315",1011527502,Lincoln Square
"152",Ballet Orchestra of New York City,438 East 76th Street #4-C,New York,NY,"10021",(212) 988-2148,Music,Manhattan Council District #5,Manhattan Community Board #8,Manhattan,40.769984,-73.953168,"132","1045938",1014700030,Lenox Hill-Roosevelt Island
"153","Ballet Tech Foundation, Inc.","890 Broadway, 8th Floor",New York,NY,"10003",(212) 777-7710 x314,Dance,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,40.738604,-73.989911,"52","1016163",1008487502,Hudson Yards-Chelsea-Flatiron-Union Square
"154","Ballet Theatre Foundation, Inc.","890 Broadway, 3rd Floor",New York,NY,"10003",(212) 477-3030 x1188,Dance,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,40.738604,-73.989911,"52","1016163",1008487502,Hudson Yards-Chelsea-Flatiron-Union Square
"155",BalletCollective Inc.,850 Amsterdam Ave 14F,New York,NY,"10025",(646) 337-1254,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #7,Manhattan Community Board #7,Manhattan,40.797587,-73.967801,"187","1056510",1018730031,Upper West Side
"156","Bang Group, Inc.","131 Perry Street, Ste. 1A",New York,NY,"10014",(212) 337-9565,Dance,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.734943,-74.007516,"75","1011864",1006330028,West Village
"157","Bargemusic, Ltd.",Fulton Ferry Landing,Brooklyn,NY,"11201",(718) 624-4061,Music,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.70309,-73.994875,"21","3000000",3000250001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"158","Barrow Group, Inc.","312 West 36th Street, Apt. 4W",New York,NY,"10018",(201) 709-5720,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.753755,-73.9932,"111","1080495",1007590049,Hudson Yards-Chelsea-Flatiron-Union Square
"159","Baryshnikov Dance Foundation, Inc.","450 West 37th Street, Suite 501",New York,NY,"10018",(646) 731-3201,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.756058,-73.996759,"111","1087066",1007347502,Hudson Yards-Chelsea-Flatiron-Union Square
"160",Battery Dance Corporation,"380 Broadway, Fifth Floor",New York,NY,"10013",(212) 219-3910,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.718112,-74.002958,"31","1002317",1001950001,SoHo-TriBeCa-Civic Center-Little Italy
"161","Bedlam, Inc.","603 West 115th Street,",New York,NY,"10025",(646) 784-1029,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.807517,-73.964795,"205","1057379",1018960065,Morningside Heights
"162","Behind the Book, Inc.","216 West 135th Street, Ground Floor",New York,NY,"10030",(212) 222-3627,Literature,Manhattan Council District #8,Manhattan Community Board #7,Manhattan,40.815595,-73.944411,"228","1058844",1019400039,Central Harlem North-Polo Grounds
"163",Believe In Me,1123 Broadway,New York,NY,"10010",(646) 336-1500,,,,Manhattan,40.743254,-73.989123,"58","1015618",1008270028,Hudson Yards-Chelsea-Flatiron-Union Square
"164","Big Apple Greeter, Inc.",1 Centre Street,New York,NY,"10007",(212) 669-3146,Other,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.713001,-74.004181,"29","1001394",1001210001,Chinatown
"165","Big Apple Performing Arts, Inc.","676A 9th Avenue, Suite 405",New York,NY,"10036",(212) 344-1777 x11,Music,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.761457,-73.990412,"127","1025074",1010370062,Clinton
"166","Big Tree Productions, Inc.","42 Horatio Street, #9",New York,NY,"10014",(212) 633-0016,Dance,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.738744,-74.005019,"77","1078217",1006260032,West Village
"167","Blackberry Productions, Inc.","170 West 136th Street, Ste. 4C",New York,NY,"10030",(212) 694-6698,"Multi-Discipline, Performing",Manhattan Council District #7,Manhattan Community Board #9,Manhattan,40.81553,-73.942179,"228","1058295",1019200059,Central Harlem North-Polo Grounds
"168","Blessed Unrest Theatre, Inc.","530 W. 45th Street, #4G",New York,NY,"10036",(212) 713-0163,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.762132,-73.995473,"129","1088825",1010737502,Clinton
"169","Bloomingdale School of Music, Inc.",323 West 108th Street,New York,NY,"10025",(212) 663-6021 x23,Music,Manhattan Council District #9,Manhattan Community Board #7,Manhattan,40.803236,-73.968308,"195","1057302",1018930010,Morningside Heights
"170","Blue Coyote Theater Group, Inc.","380 Broadway, 4th Floor",New York,NY,"10013",(646) 242-6260,Theater,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.718112,-74.002958,"31","1002317",1001950001,SoHo-TriBeCa-Civic Center-Little Italy
"171","Blue Heron Theatre, Inc.","645 West End Avenue, Suite 7B",New York,NY,"10025",(212) 787-0422,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.792388,-73.975316,"179","1034102",1012510062,Upper West Side
"172","Blue Mountains Projects, Inc",10 South Street,New York,NY,"10004",(917) 623-3315,Visual Arts,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.701695,-74.011631,"9","1000003",1000020002,Battery Park City-Lower Manhattan
"173",Bnos Yakov Educational Center,638 Bedford Avenue,Brooklyn,NY,"11211",(718) 963-1212 x101,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,40.702169,-73.958946,"537","3332990",3022100038,Williamsburg
"174","Bond Street Theatre Coalition, Ltd.","2 Bond Street, #4R",New York,NY,"10012",(212) 254-4614,"Multi-Discipline, Performing",Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.726901,-73.994631,"5502","1008504",1005300067,West Village
"175","Borough of Manhattan Community College Performing Arts Center, Inc.","199 Chambers Street, Room #S110C",New York,NY,"10007",(212) 220-1459,"Multi-Discipline, Performing",Manhattan Council District #2,Manhattan Community Board #1,Manhattan,40.716838,-74.012117,"39","1066406",1001420050,SoHo-TriBeCa-Civic Center-Little Italy
"176",Bowery Arts and Science,"310 Bowery, 2nd Floor",New York,NY,"10012",(212) 614-0504,Literature,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.724804,-73.992373,"5502","1008202",1005210077,West Village
"177","Box Turtle Press/Attitude Art, Inc.",94 Franklin Street,New York,NY,"10013",(646) 246-3652,Literature,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.7182,-74.005141,"33","1001924",1001757504,SoHo-TriBeCa-Civic Center-Little Italy
"178","Boys & Girls Harbor, Inc.",1 East 104th Street,New York,NY,"10029",(212) 427-2244 x583,"Multi-Discipline, Performing",Manhattan Council District #8,Manhattan Community Board #11,Manhattan,40.792888,-73.951826,"168","1051499",1016100001,East Harlem South
"179","Brazilian Endowment for the Arts, Inc.",240E 52nd street,New York,NY,"10022",(212) 371-1556,Music,Manhattan Council District #5,Manhattan Community Board #5,Manhattan,40.756658,-73.968879,"98","1038479",1013250035,Turtle Bay-East Midtown
"180","Bread & Roses Cultural Project, Inc.","322 West 48th Street, 6th floor",New York,NY,"10036",(212) 767-0025 x2,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.761399,-73.987896,"127","1025108",1010380043,Clinton
